topicId;rank;docId;filename
0;0;1765;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_470004103131996.txt
0;1;817;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_342249015907506.txt
0;2;1967;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_524927910972948.txt
0;3;832;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_343542172444857.txt
0;4;1759;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_468443349954738.txt
0;5;1723;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_454884384643968.txt
0;6;1611;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_419435104855563.txt
0;7;1138;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_350747808390960.txt
0;8;741;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_326244824174592.txt
0;9;1866;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_496179283847811.txt
0;10;791;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_338966286235779.txt
0;11;2150;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_534236226708783.txt
0;12;1675;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_441289439336796.txt
0;13;186;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_206719572793785.txt
0;14;100;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_197292057069870.txt
0;15;1292;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_363463113786096.txt
0;16;1191;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_354602754672132.txt
0;17;1275;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_361147434017664.txt
0;18;302;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_221189811346761.txt
0;19;459;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_251270888338653.txt
0;20;309;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_222692627863146.txt
0;21;1658;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_436415889824151.txt
0;22;1562;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_408266309305776.txt
0;23;2372;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_554073048058434.txt
0;24;2116;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_530195207112885.txt
0;25;1422;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_392476920884715.txt
0;26;1303;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_365545416911199.txt
0;27;1764;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_469848066480933.txt
0;28;871;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_344780745654333.txt
0;29;1287;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_362140487251692.txt
0;30;2233;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_541046816027724.txt
0;31;2139;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_532987410166998.txt
0;32;1998;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_527413737391032.txt
0;33;1441;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_397667490365658.txt
0;34;537;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_275879572544451.txt
0;35;2218;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_540227519442987.txt
0;36;2119;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_530309463768126.txt
0;37;1653;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_436084576523949.txt
0;38;550;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_281368881995520.txt
0;39;543;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_277981872334221.txt
0;40;256;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_214878835311192.txt
0;41;1915;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_506623332803406.txt
0;42;1715;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_453138151485258.txt
0;43;1241;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_359000057565735.txt
0;44;1135;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_350099301789144.txt
0;45;1071;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_346803975452010.txt
0;46;2277;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_544302282368844.txt
0;47;2190;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_538742832924789.txt
0;48;1953;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_522740364525036.txt
0;49;1916;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_506938096105263.txt
0;50;1760;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_468800453252361.txt
0;51;1163;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_352251904907217.txt
0;52;1038;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_346173122181762.txt
0;53;825;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_343133219152419.txt
0;54;619;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_301790676620007.txt
0;55;345;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_230004460465296.txt
0;56;226;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_210741752391567.txt
0;57;148;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_201027273363015.txt
0;58;98;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_197254450406964.txt
0;59;2259;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_543195755812830.txt
0;60;2003;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_527586107373795.txt
0;61;1954;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_523315871134152.txt
0;62;1816;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_485802124885527.txt
0;63;1738;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_458519264280480.txt
0;64;1696;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_447864278679312.txt
0;65;1680;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_442534709212269.txt
0;66;1673;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_440926736039733.txt
0;67;1556;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_407120659420341.txt
0;68;1415;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_390041691128238.txt
0;69;1340;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_370940123038395.txt
0;70;1264;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_360553577410383.txt
0;71;1232;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_358554420943632.txt
0;72;1217;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_356853174447090.txt
0;73;1133;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_349749861824088.txt
0;74;839;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_343937055738702.txt
0;75;506;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_269393389859736.txt
0;76;99;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_197262490406160.txt
0;77;17;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_191916304274112.txt
0;78;2344;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_549694611829611.txt
0;79;2248;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_541867762612296.txt
0;80;2192;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_538771699588569.txt
0;81;1905;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_504301963035543.txt
0;82;1889;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_500366583429081.txt
0;83;1771;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_472072212925185.txt
0;84;1767;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_470451439753929.txt
0;85;1732;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_457449544387452.txt
0;86;1679;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_442284285903978.txt
0;87;1571;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_411029245696149.txt
0;88;1392;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_382563001876107.txt
0;89;1341;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_371290943003313.txt
0;90;1153;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_351743434958064.txt
0;91;969;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_345729052226169.txt
0;92;857;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_344447709020970.txt
0;93;838;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_343930102406064.txt
0;94;822;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_342838459181895.txt
0;95;671;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_311087479023660.txt
0;96;329;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_226485740817168.txt
0;97;271;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_215915468540862.txt
0;98;127;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_198642933601449.txt
0;99;30;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_192863887512687.txt
0;100;2299;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_546313315501074.txt
0;101;2285;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_545169585615447.txt
0;102;2212;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_540045966127809.txt
0;103;2210;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_539094776222928.txt
0;104;1958;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_524109207721485.txt
0;105;1944;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_520572118075194.txt
0;106;1703;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_450256005106806.txt
0;107;1702;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_450123281786745.txt
0;108;1427;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_393868770745530.txt
0;109;1389;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_382081311924276.txt
0;110;1331;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_369248036540937.txt
0;111;1164;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_352261504906257.txt
0;112;1139;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_350748591724215.txt
0;113;1118;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_348217555310652.txt
0;114;1113;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_348169425315465.txt
0;115;877;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_344835515648856.txt
0;116;801;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_339425972856477.txt
0;117;635;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_306608509471557.txt
0;118;544;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_279474622184946.txt
