docId;filename;toptopics...
0;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_189781977820878.txt;6;0.1262135922330097;7;0.11650485436893204;5;0.11650485436893204;4;0.11650485436893204;0;0.10679611650485436;8;0.0970873786407767;9;0.08737864077669903;2;0.08737864077669903;3;0.07766990291262135;1;0.06796116504854369
1;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_190315407767535.txt;4;0.1590909090909091;2;0.125;8;0.11363636363636363;6;0.11363636363636363;9;0.10227272727272728;7;0.10227272727272728;1;0.10227272727272728;3;0.06818181818181818;5;0.056818181818181816;0;0.056818181818181816
2;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_190831581049251.txt;7;0.1780821917808219;9;0.136986301369863;5;0.1232876712328767;3;0.1095890410958904;0;0.0958904109589041;1;0.0821917808219178;8;0.0684931506849315;6;0.0684931506849315;4;0.0684931506849315;2;0.0684931506849315
3;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_190865434379199.txt;2;0.16216216216216217;7;0.13513513513513514;1;0.12162162162162163;8;0.10810810810810811;9;0.0945945945945946;0;0.0945945945945946;6;0.08108108108108109;5;0.06756756756756757;4;0.06756756756756757;3;0.06756756756756757
4;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_190880014377741.txt;2;0.13432835820895522;4;0.11940298507462686;7;0.1044776119402985;3;0.1044776119402985;0;0.1044776119402985;9;0.08955223880597014;8;0.08955223880597014;5;0.08955223880597014;1;0.08955223880597014;6;0.07462686567164178
5;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_190887361043673.txt;8;0.12121212121212122;4;0.12121212121212122;0;0.12121212121212122;3;0.1111111111111111;2;0.1111111111111111;1;0.10101010101010101;9;0.08080808080808081;7;0.08080808080808081;5;0.08080808080808081;6;0.0707070707070707
6;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_190995411032868.txt;3;0.28125;4;0.15625;9;0.1015625;0;0.1015625;2;0.0859375;1;0.0703125;5;0.0625;6;0.0546875
7;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_191001384365604.txt;9;0.11290322580645161;4;0.11290322580645161;3;0.11290322580645161;0;0.11290322580645161;8;0.0967741935483871;6;0.0967741935483871;5;0.0967741935483871;1;0.0967741935483871;7;0.08064516129032258;2;0.08064516129032258
8;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_191066501025759.txt;7;0.14864864864864866;3;0.12162162162162163;8;0.10810810810810811;6;0.10810810810810811;5;0.10810810810810811;1;0.0945945945945946;9;0.08108108108108109;2;0.08108108108108109;0;0.08108108108108109;4;0.06756756756756757
9;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_191085037690572.txt;7;0.13114754098360656;3;0.13114754098360656;1;0.11475409836065574;8;0.09836065573770492;5;0.09836065573770492;2;0.09836065573770492;9;0.08196721311475409;6;0.08196721311475409;4;0.08196721311475409;0;0.08196721311475409
10;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_191095447689531.txt;7;0.125;9;0.10714285714285714;6;0.10714285714285714;5;0.10714285714285714;2;0.10714285714285714;8;0.08928571428571429;4;0.08928571428571429;3;0.08928571428571429;1;0.08928571428571429;0;0.08928571428571429
11;file:/C:/Users/wind/workspace/nlp/Data/Sguet/188355961296813_191145391017870.txt;6;0.12903225806451613;5;0.11290322580645161;2;0.11290322580645161;9;0.0967741935483871;8;0.0967741935483871;7;0.0967741935483871;4;0.0967741935483871;3;0.0967741935483871;1;0.08064516129032258;0;0.08064516129032258
